shipment_id,origin,destination,distance_km,cargo_type,vehicle_type,departure_time,hour,cargo_weight,traffic_level,weather,status,delay_hours
SHP03719,Chicago,Los Angeles,2576.1,clothing,van,2024-09-12 19:40,19,2951.4,0.54,cloudy,in_transit,0.0
SHP03720,Dubai,New York,4323.0,electronics,air,2023-07-01 23:31,23,6496.2,0.91,storm,delayed,23.06
SHP03721,Shanghai,Cairo,3751.1,electronics,air,2024-05-29 06:05,6,1585.9,0.73,clear,delayed,13.3
SHP03722,Singapore,Madrid,3053.1,general,van,2023-06-14 06:15,6,1935.2,0.51,clear,delivered,0.0
SHP03723,Mumbai,Toronto,3571.4,medicine,rail,2024-03-15 03:27,3,6921.8,0.76,cloudy,delivered,0.0
SHP03724,Bangalore,Paris,1468.4,medicine,air,2024-10-30 22:31,22,1525.3,0.45,cloudy,delivered,0.0
SHP03725,Berlin,Hyderabad,4550.2,electronics,rail,2023-06-04 00:38,0,1932.8,0.55,rain,delayed,16.88
SHP03726,Miami,Berlin,648.5,general,air,2023-03-09 19:45,19,2946.1,0.47,storm,delivered,0.0
SHP03727,Singapore,Kolkata,3349.1,food,van,2024-10-18 00:55,0,3704.9,0.75,storm,delayed,20.33
SHP03728,Shanghai,Miami,2522.4,general,van,2024-02-09 09:42,9,4936.8,0.57,cloudy,delayed,11.31
SHP03729,Kolkata,Berlin,2650.8,electronics,air,2024-11-28 02:08,2,1571.0,0.39,storm,delayed,14.88
SHP03730,Sydney,Bangkok,460.9,medicine,truck,2023-04-20 00:30,0,1958.5,0.96,rain,in_transit,0.0
SHP03731,Berlin,Los Angeles,4874.3,food,rail,2024-12-29 23:56,23,1788.3,0.31,clear,in_transit,0.0
SHP03732,Paris,Hyderabad,4541.1,general,air,2023-09-13 16:48,16,8876.2,0.89,rain,delayed,13.27
SHP03733,Cairo,Nairobi,3844.2,general,rail,2023-08-01 18:53,18,2560.7,0.21,clear,delivered,0.0
SHP03734,Shanghai,Houston,4798.1,medicine,air,2024-09-24 05:07,5,9503.6,0.29,cloudy,in_transit,0.0
SHP03735,Kolkata,Los Angeles,3282.6,general,truck,2024-09-24 19:13,19,769.3,0.29,fog,delayed,13.02
SHP03736,Houston,Singapore,1577.8,general,van,2024-07-07 00:12,0,6415.7,0.99,fog,delayed,14.73
SHP03737,Toronto,Paris,2764.3,electronics,van,2023-08-02 14:03,14,5791.1,0.52,rain,delayed,15.3
SHP03738,New York,Madrid,1612.1,clothing,air,2023-01-16 00:20,0,9190.4,0.46,cloudy,in_transit,0.0
SHP03739,London,Amsterdam,2803.7,electronics,truck,2024-06-07 00:42,0,8130.1,0.65,storm,delivered,0.0
SHP03740,Delhi,Hyderabad,3672.9,general,rail,2024-05-18 15:37,15,7661.3,0.97,storm,delayed,17.41
SHP03741,Toronto,New York,1174.0,electronics,rail,2024-03-12 09:06,9,8854.1,0.85,rain,delayed,12.42
SHP03742,Toronto,Delhi,2286.6,electronics,air,2024-02-25 13:43,13,702.5,0.91,fog,in_transit,0.0
SHP03743,Cairo,Paris,544.0,general,truck,2024-03-17 22:05,22,9893.2,0.67,clear,in_transit,0.0
SHP03744,Mumbai,Bangkok,1300.0,medicine,truck,2023-07-14 08:43,8,2380.6,0.59,clear,delayed,9.79
SHP03745,Houston,Mumbai,3892.4,medicine,air,2024-08-08 20:41,20,372.1,0.28,cloudy,delayed,14.06
SHP03746,Kolkata,Delhi,4491.2,food,rail,2024-06-13 04:02,4,1524.4,0.28,fog,delayed,8.88
SHP03747,Berlin,Miami,4871.5,food,van,2023-11-02 13:35,13,9323.6,0.4,rain,delayed,6.52
SHP03748,Nairobi,Madrid,397.0,clothing,rail,2023-05-18 18:42,18,338.4,0.77,storm,delayed,13.44
SHP03749,Nairobi,Houston,3158.9,electronics,van,2023-01-25 14:10,14,6251.8,0.58,clear,in_transit,0.0
SHP03750,Paris,New York,3507.1,food,truck,2024-07-04 03:36,3,7559.9,0.83,storm,delivered,0.0
SHP03751,Berlin,New York,2233.6,clothing,truck,2024-04-02 08:18,8,432.8,0.45,cloudy,delayed,6.22
SHP03752,Bangkok,New York,4530.5,food,rail,2024-03-05 15:51,15,195.2,0.83,rain,delayed,13.54
SHP03753,Toronto,Chicago,3265.3,food,van,2023-02-06 00:04,0,8854.2,0.89,cloudy,delayed,10.87
SHP03754,Delhi,Chicago,3714.9,general,truck,2024-02-01 20:30,20,5752.0,0.87,clear,delivered,0.0
SHP03755,Los Angeles,New York,1615.7,food,truck,2023-02-20 00:02,0,470.4,0.43,rain,delayed,8.28
SHP03756,New York,Berlin,3154.0,clothing,van,2023-10-30 23:34,23,3575.0,0.49,fog,delayed,16.49
SHP03757,Shanghai,Dubai,3064.6,food,air,2024-03-11 04:20,4,4278.3,0.27,fog,delayed,12.43
SHP03758,Delhi,Toronto,2405.5,food,truck,2023-04-02 16:07,16,6709.1,0.29,cloudy,delivered,0.0
SHP03759,Hyderabad,São Paulo,3323.6,electronics,truck,2024-01-12 18:21,18,322.7,0.39,storm,delayed,18.4
SHP03760,Mumbai,Miami,4353.3,electronics,air,2023-09-20 02:40,2,6869.3,0.58,fog,delivered,0.0
SHP03761,London,Nairobi,4182.4,electronics,truck,2024-12-08 07:49,7,7035.8,0.3,cloudy,delayed,14.09
SHP03762,Miami,Delhi,894.6,food,air,2023-04-13 13:32,13,9214.2,0.42,rain,delivered,0.0
SHP03763,New York,Nairobi,4746.9,general,van,2023-09-15 21:19,21,9420.6,0.63,clear,delayed,7.34
SHP03764,Cairo,Bangalore,4347.4,medicine,air,2024-10-09 04:17,4,7697.5,0.95,rain,delayed,19.25
SHP03765,São Paulo,Hyderabad,3927.6,clothing,rail,2024-08-11 02:45,2,9162.9,0.44,rain,delayed,11.76
SHP03766,Singapore,Amsterdam,198.1,electronics,rail,2024-01-29 10:54,10,2625.2,0.52,storm,in_transit,0.0
SHP03767,Bangkok,Cairo,1517.1,general,air,2024-07-27 00:41,0,7544.2,0.58,fog,delivered,0.0
SHP03768,Los Angeles,Berlin,4283.1,clothing,van,2024-04-08 16:02,16,2557.5,0.89,rain,delayed,16.58
SHP03769,Singapore,Chennai,4289.5,clothing,truck,2024-03-09 04:54,4,5759.3,0.45,storm,delayed,12.61
SHP03770,Houston,Los Angeles,2183.0,clothing,truck,2024-12-09 19:05,19,1292.9,0.35,storm,delayed,10.56
SHP03771,Chicago,Berlin,718.3,general,van,2023-04-26 14:27,14,5012.6,0.94,storm,delayed,16.59
SHP03772,Nairobi,New York,2160.3,clothing,rail,2024-08-11 03:01,3,8472.6,0.55,rain,delivered,0.0
SHP03773,Miami,Delhi,3341.7,food,air,2024-05-03 15:58,15,2789.7,0.48,clear,delivered,0.0
SHP03774,Delhi,Hyderabad,4849.4,electronics,truck,2024-01-04 11:18,11,6215.3,0.23,rain,delivered,0.0
SHP03775,Houston,Madrid,747.7,clothing,van,2024-05-17 08:58,8,9344.5,0.64,rain,delayed,12.66
SHP03776,Toronto,Madrid,3576.6,clothing,air,2024-11-20 13:13,13,8297.9,0.75,cloudy,in_transit,0.0
SHP03777,São Paulo,Madrid,229.3,general,rail,2023-08-09 00:43,0,1689.4,0.94,fog,delayed,8.32
SHP03778,Tokyo,Sydney,3563.2,medicine,air,2024-02-03 18:20,18,8819.3,0.6,storm,delivered,0.0
SHP03779,Hyderabad,Cairo,4418.9,clothing,air,2023-01-24 07:26,7,8128.5,0.63,fog,in_transit,0.0
SHP03780,Cairo,Houston,2232.4,food,rail,2024-07-07 05:41,5,9627.9,0.84,storm,delayed,13.1
SHP03781,São Paulo,New York,326.3,clothing,air,2023-04-16 13:22,13,4834.2,0.9,cloudy,delivered,0.0
SHP03782,Kolkata,Amsterdam,2505.8,clothing,rail,2024-07-31 02:37,2,3957.0,0.96,clear,delayed,12.79
SHP03783,Madrid,Mumbai,4287.2,clothing,van,2023-12-18 19:11,19,457.1,0.51,rain,delayed,11.58
SHP03784,Los Angeles,Bangkok,2434.5,electronics,air,2024-10-01 16:09,16,629.4,0.74,cloudy,delayed,14.76
SHP03785,Bangalore,Paris,1157.2,food,truck,2023-05-25 06:49,6,3066.6,0.34,fog,in_transit,0.0
SHP03786,Cairo,Nairobi,1465.7,food,truck,2024-07-19 00:05,0,6760.1,0.71,fog,in_transit,0.0
SHP03787,Chennai,Sydney,3501.9,general,rail,2024-03-06 08:02,8,774.9,0.29,cloudy,delayed,8.17
SHP03788,Houston,Bangkok,4537.8,food,air,2024-01-01 18:22,18,9775.1,0.72,clear,delayed,15.5
SHP03789,London,Berlin,2858.1,electronics,rail,2024-09-09 12:27,12,6498.4,0.4,fog,delayed,11.08
SHP03790,Amsterdam,London,2832.4,medicine,air,2024-01-01 21:47,21,8877.5,0.62,rain,delayed,14.54
SHP03791,Paris,Tokyo,3625.6,medicine,rail,2024-10-04 17:40,17,631.7,0.39,rain,in_transit,0.0
SHP03792,Houston,Tokyo,3972.7,electronics,air,2024-08-12 06:52,6,4070.2,0.49,clear,delivered,0.0
SHP03793,New York,London,873.9,clothing,van,2023-10-12 20:40,20,6788.2,0.76,rain,delayed,10.62
SHP03794,Houston,Kolkata,2033.4,general,air,2024-12-25 15:37,15,7364.6,0.9,cloudy,delivered,0.0
SHP03795,Dubai,Bangalore,4026.5,general,air,2024-03-29 05:32,5,4853.3,0.6,fog,delayed,13.46
SHP03796,Dubai,Bangalore,354.8,electronics,air,2024-01-24 22:55,22,6008.4,0.89,cloudy,delivered,0.0
SHP03797,Madrid,Hyderabad,4190.8,food,truck,2023-11-21 15:14,15,6690.6,0.24,clear,delayed,8.58
SHP03798,Mumbai,Amsterdam,479.7,electronics,air,2023-04-15 18:04,18,5991.9,0.84,cloudy,delayed,7.36
SHP03799,São Paulo,Paris,2336.3,medicine,air,2024-01-09 14:33,14,2981.9,0.52,clear,delivered,0.0
SHP03800,Mumbai,Chennai,2954.0,food,van,2023-03-06 21:05,21,8834.4,0.78,clear,delivered,0.0
SHP03801,Chicago,Miami,4232.4,electronics,van,2024-05-03 01:44,1,7266.6,0.77,clear,delivered,0.0
SHP03802,Berlin,Dubai,1033.7,clothing,rail,2024-02-29 00:51,0,9989.4,0.21,fog,delivered,0.0
SHP03803,London,Miami,1144.1,general,air,2024-10-10 21:02,21,8430.4,0.9,clear,delayed,9.96
SHP03804,Amsterdam,Dubai,941.8,medicine,truck,2024-07-18 19:54,19,9201.5,0.33,cloudy,delivered,0.0
SHP03805,Mumbai,Delhi,2138.0,medicine,air,2023-12-09 08:54,8,4320.9,0.52,storm,delayed,15.64
SHP03806,Bangkok,Madrid,4290.3,food,van,2023-12-16 17:46,17,8361.9,0.86,clear,delayed,13.27
SHP03807,Shanghai,Toronto,4281.7,electronics,rail,2023-12-14 01:05,1,7489.0,0.94,rain,delivered,0.0
SHP03808,Dubai,Sydney,2091.6,medicine,air,2024-02-20 19:49,19,8008.5,0.76,cloudy,delayed,9.41
SHP03809,Cairo,Miami,4983.8,general,air,2024-03-03 01:54,1,2641.0,0.6,rain,delivered,0.0
SHP03810,Kolkata,New York,2413.8,electronics,rail,2023-06-23 05:19,5,8662.7,0.81,fog,delayed,5.82
SHP03811,Berlin,São Paulo,3756.2,general,air,2023-04-23 23:48,23,3441.3,0.41,fog,delayed,12.14
SHP03812,Tokyo,Hyderabad,2543.4,clothing,truck,2023-04-29 09:35,9,8290.6,0.28,storm,delayed,22.55
SHP03813,Shanghai,Mumbai,4741.5,general,air,2024-11-18 10:22,10,516.2,0.34,fog,delayed,18.32
SHP03814,Shanghai,Chicago,4266.4,food,truck,2023-09-26 08:46,8,1004.9,0.44,rain,in_transit,0.0
SHP03815,Dubai,Berlin,3852.2,clothing,air,2024-10-06 00:33,0,699.8,0.48,storm,delayed,15.39
SHP03816,Madrid,Chennai,1213.9,general,air,2023-07-01 13:32,13,8789.9,0.96,rain,delayed,10.68
SHP03817,Amsterdam,Kolkata,1348.5,clothing,truck,2023-10-29 04:55,4,4508.3,0.51,clear,delivered,0.0
SHP03818,Bangkok,Mumbai,316.0,general,truck,2023-09-29 07:27,7,5810.1,0.32,rain,delivered,0.0
SHP03819,Chicago,Houston,3712.3,electronics,rail,2023-09-15 03:55,3,7855.9,0.46,fog,delayed,13.45
SHP03820,Miami,Los Angeles,168.1,clothing,rail,2023-04-24 22:47,22,8817.7,0.2,storm,delayed,11.32
SHP03821,Miami,Singapore,1327.1,general,rail,2024-01-12 11:29,11,1116.2,0.7,fog,delivered,0.0
SHP03822,Nairobi,Delhi,2224.0,clothing,van,2024-12-05 02:38,2,8004.0,0.34,cloudy,delivered,0.0
SHP03823,Singapore,Chennai,1368.8,electronics,van,2023-04-24 11:10,11,9525.3,0.8,fog,in_transit,0.0
SHP03824,London,Houston,4773.3,clothing,rail,2024-12-05 01:57,1,6810.9,0.28,storm,delayed,12.05
SHP03825,Delhi,Chicago,3005.7,food,rail,2024-12-05 14:40,14,5949.9,0.88,fog,in_transit,0.0
SHP03826,Bangalore,London,3388.7,medicine,rail,2024-02-19 04:03,4,2240.2,0.28,storm,delayed,18.47
SHP03827,Shanghai,Singapore,287.7,food,air,2024-11-04 01:50,1,8514.0,0.9,clear,delayed,9.09
SHP03828,Delhi,Cairo,3303.5,medicine,air,2023-03-05 07:57,7,9278.1,0.7,rain,in_transit,0.0
SHP03829,Madrid,Chennai,2018.0,clothing,truck,2024-03-22 22:26,22,9827.4,0.52,cloudy,delivered,0.0
SHP03830,Shanghai,Chicago,4626.1,medicine,air,2023-02-25 04:49,4,2510.3,0.89,rain,delayed,18.34
SHP03831,London,Kolkata,4066.0,general,van,2023-07-02 10:55,10,3659.9,0.84,rain,in_transit,0.0
SHP03832,Chicago,Bangkok,1414.3,general,air,2024-07-26 14:52,14,8241.3,0.92,cloudy,delivered,0.0
SHP03833,Chennai,Singapore,4582.4,food,truck,2023-02-27 01:40,1,4426.5,0.46,clear,delayed,11.3
SHP03834,Amsterdam,Paris,4273.1,general,van,2023-01-28 00:17,0,713.6,0.76,fog,delayed,15.07
SHP03835,Bangkok,Toronto,2129.0,general,air,2023-02-09 12:17,12,8635.8,0.75,storm,delayed,16.93
SHP03836,Dubai,Mumbai,1494.7,clothing,truck,2024-10-12 10:47,10,8232.2,0.25,storm,delayed,15.69
SHP03837,Kolkata,Tokyo,3308.8,general,truck,2023-06-13 14:27,14,3746.5,1.0,rain,delayed,13.11
SHP03838,Cairo,Delhi,1671.1,electronics,truck,2024-09-30 17:59,17,9164.0,0.46,rain,delayed,10.77
SHP03839,Shanghai,Tokyo,3896.5,general,rail,2023-07-04 15:19,15,3889.8,0.61,clear,in_transit,0.0
SHP03840,Houston,Hyderabad,1787.9,medicine,van,2023-01-14 11:44,11,9624.4,0.49,cloudy,delayed,8.64
SHP03841,New York,Delhi,673.6,food,van,2023-09-16 14:05,14,8029.7,0.64,clear,delivered,0.0
SHP03842,Mumbai,Cairo,1871.1,medicine,truck,2024-06-27 20:17,20,5177.5,0.49,clear,delayed,14.64
SHP03843,Amsterdam,Chennai,723.2,electronics,air,2023-09-22 20:59,20,9777.6,0.79,clear,delayed,5.86
SHP03844,Madrid,Houston,2944.3,medicine,van,2023-06-07 15:26,15,1539.5,0.82,storm,delayed,12.79
SHP03845,Singapore,Berlin,2295.6,general,air,2024-09-18 06:02,6,9363.2,0.74,storm,delayed,15.56
SHP03846,London,Bangkok,337.3,electronics,rail,2024-02-27 06:26,6,4445.5,0.32,clear,in_transit,0.0
SHP03847,London,Tokyo,1105.4,food,truck,2023-05-21 20:20,20,9885.8,0.26,storm,delayed,14.13
SHP03848,Los Angeles,Chicago,2935.2,medicine,air,2023-11-01 06:27,6,6812.1,0.36,rain,delivered,0.0
SHP03849,São Paulo,Dubai,4877.3,food,rail,2024-03-06 17:48,17,3744.8,0.8,clear,delayed,14.89
SHP03850,Chennai,Madrid,1969.2,medicine,truck,2024-06-30 14:39,14,5831.5,0.9,storm,in_transit,0.0
SHP03851,Sydney,Nairobi,327.2,medicine,truck,2023-10-15 04:51,4,2482.7,0.38,cloudy,in_transit,0.0
SHP03852,Chennai,São Paulo,2893.0,electronics,van,2023-11-29 00:39,0,5007.0,0.41,cloudy,delayed,9.53
SHP03853,Amsterdam,Paris,3896.4,general,air,2024-01-24 13:32,13,4726.3,0.85,rain,delivered,0.0
SHP03854,Delhi,Cairo,884.9,food,air,2024-06-02 19:26,19,2105.1,0.6,fog,delayed,12.15
SHP03855,Miami,London,2696.6,general,van,2023-07-26 06:56,6,5686.0,0.22,clear,in_transit,0.0
SHP03856,Amsterdam,Miami,2549.9,clothing,rail,2023-04-12 16:44,16,1472.2,0.2,fog,delivered,0.0
SHP03857,London,Los Angeles,2355.9,medicine,truck,2024-03-09 17:36,17,211.6,0.5,fog,delivered,0.0
SHP03858,Nairobi,Tokyo,3436.6,general,truck,2023-06-13 15:37,15,3184.6,0.89,clear,delayed,14.91
SHP03859,Shanghai,São Paulo,1404.7,food,truck,2024-03-08 17:49,17,6808.4,0.68,clear,delayed,4.83
SHP03860,Amsterdam,Chennai,3362.5,general,air,2024-09-11 14:00,14,1320.8,0.65,cloudy,delivered,0.0
SHP03861,Shanghai,Cairo,121.5,general,rail,2023-09-22 08:58,8,9862.2,0.64,storm,delayed,11.89
SHP03862,Nairobi,Berlin,4497.2,general,van,2023-07-17 08:26,8,5437.9,0.93,rain,delayed,17.35
SHP03863,Toronto,Bangkok,763.9,electronics,van,2023-04-13 06:04,6,6908.7,0.54,storm,delayed,7.82
SHP03864,Toronto,Los Angeles,1558.5,food,air,2024-10-12 21:19,21,6439.4,0.62,cloudy,in_transit,0.0
SHP03865,São Paulo,London,2281.1,medicine,rail,2024-12-23 07:28,7,1354.6,0.79,clear,delivered,0.0
SHP03866,Mumbai,Madrid,4965.5,electronics,rail,2023-11-24 15:34,15,2425.9,0.79,clear,delayed,11.74
SHP03867,Bangalore,Madrid,4110.9,electronics,air,2024-11-15 10:24,10,2774.0,0.68,cloudy,delayed,18.94
SHP03868,Toronto,Berlin,1306.6,electronics,air,2024-07-11 05:28,5,7251.9,0.23,cloudy,delivered,0.0
SHP03869,Los Angeles,Houston,760.8,general,rail,2023-01-15 14:33,14,7178.3,0.52,rain,in_transit,0.0
SHP03870,Madrid,Miami,2300.2,clothing,air,2023-05-23 03:38,3,7009.9,0.61,storm,delayed,14.27
SHP03871,Los Angeles,Madrid,3192.5,food,rail,2024-11-10 09:09,9,3407.6,0.83,rain,delayed,16.55
SHP03872,Hyderabad,Bangkok,975.4,general,truck,2024-04-19 05:08,5,4774.6,0.42,fog,delayed,5.65
SHP03873,Mumbai,Kolkata,1640.7,food,truck,2023-08-22 16:10,16,7201.0,0.94,fog,delayed,11.11
SHP03874,Sydney,Shanghai,2675.5,medicine,van,2023-07-27 17:42,17,5294.9,0.31,storm,delayed,15.69
SHP03875,Berlin,Houston,3281.0,clothing,van,2024-07-30 13:57,13,9831.3,0.25,fog,delayed,10.18
SHP03876,New York,Tokyo,1416.6,general,truck,2024-07-26 09:12,9,6553.0,0.26,fog,delayed,15.43
SHP03877,Cairo,Singapore,888.6,medicine,air,2023-08-26 20:23,20,6510.5,0.23,clear,in_transit,0.0
SHP03878,Los Angeles,Houston,4322.7,clothing,truck,2024-08-22 13:04,13,6088.2,0.23,rain,in_transit,0.0
SHP03879,Mumbai,Bangalore,3026.7,clothing,air,2023-12-31 21:37,21,3158.2,0.95,rain,in_transit,0.0
SHP03880,Delhi,Bangalore,570.8,general,rail,2024-02-14 04:41,4,7299.1,0.89,fog,in_transit,0.0
SHP03881,Nairobi,Mumbai,4565.5,food,van,2023-05-14 10:42,10,5749.0,0.95,storm,delayed,23.11
SHP03882,London,Delhi,2545.5,medicine,van,2023-04-22 13:25,13,8227.5,0.92,rain,delayed,10.5
SHP03883,Chennai,Delhi,3772.5,electronics,air,2023-03-09 03:52,3,1022.7,0.74,fog,delayed,15.54
SHP03884,Bangkok,Kolkata,1852.2,electronics,air,2023-10-04 05:09,5,9940.1,0.93,fog,delayed,14.9
SHP03885,Amsterdam,Dubai,3267.2,clothing,rail,2023-05-24 13:43,13,702.6,0.46,rain,delayed,14.71
SHP03886,Miami,Tokyo,3392.4,food,truck,2023-03-25 13:00,13,5132.6,0.76,cloudy,in_transit,0.0
SHP03887,São Paulo,Shanghai,2733.7,clothing,rail,2024-01-03 19:40,19,4986.1,0.45,storm,in_transit,0.0
SHP03888,Delhi,Amsterdam,3645.8,food,rail,2023-06-17 16:47,16,7650.7,0.24,cloudy,delivered,0.0
SHP03889,Berlin,Cairo,1231.9,medicine,van,2024-09-09 15:29,15,3019.6,0.82,rain,delayed,16.52
SHP03890,Cairo,São Paulo,4878.8,general,rail,2023-12-20 21:29,21,4343.0,0.94,storm,delayed,16.08
SHP03891,Bangkok,Cairo,1483.6,electronics,rail,2024-04-28 14:08,14,6399.3,0.81,rain,delivered,0.0
SHP03892,Kolkata,Cairo,4046.8,medicine,rail,2023-04-16 18:50,18,4159.7,0.7,clear,in_transit,0.0
SHP03893,Mumbai,Bangalore,3022.5,clothing,rail,2023-10-26 05:39,5,1733.9,0.66,storm,delayed,12.88
SHP03894,Bangkok,Berlin,742.6,medicine,van,2024-03-09 11:32,11,9608.0,0.58,rain,in_transit,0.0
SHP03895,Amsterdam,Shanghai,3001.5,electronics,rail,2024-10-20 11:30,11,5772.5,0.27,storm,delivered,0.0
SHP03896,Paris,Amsterdam,3424.9,food,air,2023-12-25 03:41,3,9939.6,0.38,cloudy,delayed,5.28
SHP03897,Berlin,Amsterdam,373.8,clothing,truck,2024-06-10 00:26,0,804.0,0.79,cloudy,delivered,0.0
SHP03898,Paris,New York,4671.5,general,rail,2023-11-30 19:01,19,2171.8,0.75,fog,in_transit,0.0
SHP03899,Tokyo,Hyderabad,459.3,electronics,truck,2023-07-06 12:19,12,1037.1,0.73,cloudy,delayed,6.71
SHP03900,Berlin,Amsterdam,3864.0,general,van,2024-04-20 20:29,20,4927.2,0.5,clear,delayed,12.88
SHP03901,Mumbai,Bangkok,1918.0,electronics,air,2023-05-14 12:42,12,1936.5,0.52,cloudy,in_transit,0.0
SHP03902,Kolkata,Houston,1740.1,medicine,truck,2024-05-22 19:33,19,2627.8,0.59,clear,in_transit,0.0
SHP03903,Houston,Bangkok,4630.6,clothing,air,2024-11-10 10:10,10,6241.1,0.7,cloudy,in_transit,0.0
SHP03904,Chicago,Dubai,4047.1,general,rail,2024-01-06 08:17,8,8677.0,0.85,clear,delayed,16.34
SHP03905,Paris,Shanghai,4581.0,clothing,van,2024-06-23 05:25,5,7449.4,0.21,cloudy,delayed,8.92
SHP03906,New York,Chennai,1646.8,general,rail,2023-06-19 15:59,15,4518.7,0.84,rain,delivered,0.0
SHP03907,Chennai,Chicago,3249.6,medicine,van,2023-07-29 02:41,2,5783.9,0.82,fog,delayed,14.08
SHP03908,Sydney,London,3241.6,clothing,rail,2024-01-28 02:39,2,7519.5,0.89,fog,delayed,14.62
SHP03909,Bangkok,Delhi,798.2,electronics,truck,2023-02-14 05:31,5,4299.1,0.73,storm,delivered,0.0
SHP03910,Tokyo,São Paulo,4584.7,clothing,truck,2023-01-06 11:07,11,9428.7,0.38,cloudy,in_transit,0.0
SHP03911,Bangkok,Los Angeles,1047.1,general,truck,2023-12-05 06:56,6,8363.4,0.51,fog,in_transit,0.0
SHP03912,Toronto,Shanghai,2391.6,general,van,2024-12-26 15:18,15,7769.6,0.34,fog,delivered,0.0
SHP03913,Madrid,London,535.4,food,van,2024-11-15 08:48,8,5436.7,0.31,cloudy,delivered,0.0
SHP03914,Madrid,Miami,3052.7,electronics,rail,2024-10-28 09:16,9,2749.8,0.83,storm,delayed,16.78
SHP03915,São Paulo,Singapore,1940.5,food,rail,2024-11-25 18:48,18,1840.5,0.41,fog,delayed,19.45
SHP03916,Berlin,Mumbai,4832.7,medicine,air,2024-04-02 21:04,21,4559.6,0.94,rain,delayed,11.85
SHP03917,Los Angeles,Shanghai,1723.9,clothing,truck,2023-11-25 21:07,21,1644.9,0.27,storm,in_transit,0.0
SHP03918,London,Bangalore,3299.8,clothing,air,2023-05-14 00:30,0,5832.6,0.42,rain,delivered,0.0
SHP03919,Los Angeles,Houston,4761.2,electronics,air,2024-02-17 23:29,23,7982.4,0.97,fog,delayed,17.64
SHP03920,Delhi,Toronto,1424.6,food,truck,2023-03-25 00:11,0,6575.1,0.47,fog,delayed,16.52
SHP03921,Amsterdam,Miami,1913.7,clothing,rail,2024-04-13 06:46,6,5920.7,0.58,cloudy,in_transit,0.0
SHP03922,Cairo,Delhi,1754.1,clothing,rail,2024-09-21 00:50,0,2488.9,0.24,cloudy,delivered,0.0
SHP03923,Cairo,São Paulo,1010.5,food,air,2024-10-13 00:55,0,8394.8,0.87,fog,delivered,0.0
SHP03924,Paris,Miami,1176.7,electronics,rail,2023-07-28 09:10,9,6004.5,0.96,storm,delayed,17.68
SHP03925,Bangalore,Sydney,4465.7,clothing,van,2024-08-15 06:03,6,8050.6,0.5,storm,delayed,15.71
SHP03926,Delhi,Tokyo,646.6,electronics,air,2024-02-12 03:25,3,640.4,0.55,storm,in_transit,0.0
SHP03927,Madrid,Dubai,387.2,electronics,truck,2024-04-16 21:53,21,6433.9,0.74,storm,delayed,12.18
SHP03928,Los Angeles,São Paulo,1093.4,general,rail,2024-02-27 14:02,14,9307.9,0.51,storm,delayed,11.98
SHP03929,Houston,Berlin,3117.8,electronics,van,2023-06-03 19:55,19,2268.0,0.61,storm,delayed,22.43
SHP03930,Shanghai,Tokyo,1623.8,clothing,air,2024-07-30 17:32,17,1616.0,0.82,storm,delayed,10.17
SHP03931,Dubai,Chicago,4932.4,clothing,air,2023-07-01 14:16,14,1955.2,0.76,storm,delayed,22.69
SHP03932,Cairo,Delhi,2892.4,clothing,truck,2023-11-29 08:31,8,5945.1,0.48,rain,delayed,9.06
SHP03933,London,Nairobi,4029.1,medicine,air,2024-04-08 04:46,4,749.8,0.46,clear,delayed,9.24
SHP03934,Toronto,Tokyo,4838.6,food,truck,2024-07-02 05:58,5,1906.9,0.44,storm,delivered,0.0
SHP03935,Dubai,Sydney,4166.3,electronics,van,2024-04-05 02:26,2,653.8,0.42,rain,in_transit,0.0
SHP03936,Sydney,Chennai,1931.1,general,air,2024-10-16 07:30,7,949.3,0.38,storm,in_transit,0.0
SHP03937,New York,Chennai,2612.0,electronics,van,2024-01-26 18:51,18,360.7,0.92,clear,delivered,0.0
SHP03938,Los Angeles,Cairo,1595.9,general,rail,2023-03-03 11:43,11,742.6,0.28,storm,delivered,0.0
SHP03939,Kolkata,Tokyo,2842.7,electronics,truck,2024-09-29 21:10,21,7917.1,0.63,fog,delayed,11.87
SHP03940,Dubai,Tokyo,4235.1,clothing,truck,2024-10-17 13:52,13,818.9,0.97,storm,delayed,20.02
SHP03941,Bangalore,Houston,4492.8,clothing,air,2023-04-09 03:30,3,6879.9,0.87,fog,delayed,10.77
SHP03942,Mumbai,Houston,4454.0,clothing,truck,2024-07-24 00:21,0,7466.0,0.48,storm,delayed,17.56
SHP03943,Sydney,Mumbai,1349.2,clothing,air,2024-12-29 21:37,21,7046.5,0.34,rain,in_transit,0.0
SHP03944,Paris,Delhi,1066.8,food,truck,2024-06-16 13:05,13,3540.7,0.65,fog,delayed,16.95
SHP03945,Cairo,Kolkata,3462.7,general,rail,2024-10-10 14:26,14,6488.2,0.28,rain,delayed,6.81
SHP03946,New York,Shanghai,4667.8,medicine,rail,2023-03-19 19:36,19,919.2,0.31,clear,delivered,0.0
SHP03947,Paris,London,1385.6,general,van,2023-05-29 14:58,14,7003.8,0.58,fog,delivered,0.0
SHP03948,Sydney,Hyderabad,2171.0,medicine,van,2024-09-23 21:47,21,7439.8,0.41,rain,delivered,0.0
SHP03949,Shanghai,Hyderabad,547.9,general,truck,2023-05-01 03:20,3,4825.2,0.68,rain,delivered,0.0
